Początek okresu raportowania,Koniec okresu raportowania,Nazwa kampanii,Wyświetlenia w kampanii,Wyniki,Wskaźnik wyników,Koszt wyników,Budżet zestawu reklam,Typ budżetu zestawu reklam,Wydana kwota (USD),Wyświetlenia,Zasięg,Zakończenie,Ustawienie atrybucji
2026-07-21,2026-07-21,Poltrakt PL CE Italy/ pol leads,inactive,,,,11,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-21,2026-07-21,Poltrakt PL CE Pol Leads,inactive,,,,7,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-20,2026-07-20,Leads Agency PL,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-20,2026-07-20,Pracownik Magazynowy PL/ RU/ ENG Leads,inactive,,,,15,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-20,2026-07-20,Leads RU Mrozek 100 eur,inactive,1,actions:leadgen.other,11.72,10,Dzienny,11.72,256,228,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-20,2026-07-20,Leads PL Dyspozytor Poltrakt,inactive,2,actions:leadgen.other,5.355,10,Dzienny,10.71,2140,1648,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-20,2026-07-20,Leads PL Dyspozytor Poltrakt,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-20,2026-07-20,PL Agency Ads,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-20,2026-07-20,RU Leads Poltrakt CE PL S/F Start 20.06.2026,inactive,,,,30,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-20,2026-07-20,Leads RU Mrozek 100 eur,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-20,2026-07-20,Leads ENG Poltrakt Week/Cadence Poland,inactive,14,actions:leadgen.other,1.38785714,20,Dzienny,19.43,5292,2968,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-20,2026-07-20,PL Agency Ads Start 14.05.2026,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-20,2026-07-20,Poltrakt PL Magazynier,inactive,,,,5,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-20,2026-07-20,Poltrakt Drivers CE Week/Full,inactive,,,,Użycie budżetu zestawu reklam,0,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-20,2026-07-20,Poltrakt PL CE Italy/ pol leads,inactive,,,,11,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-20,2026-07-20,Poltrakt PL CE Pol Leads,inactive,,,,7,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-19,2026-07-19,Leads Agency PL,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-19,2026-07-19,Pracownik Magazynowy PL/ RU/ ENG Leads,inactive,,,,15,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-19,2026-07-19,Leads RU Mrozek 100 eur,inactive,2,actions:leadgen.other,6.46,10,Dzienny,12.92,249,223,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-19,2026-07-19,Leads PL Dyspozytor Poltrakt,inactive,1,actions:leadgen.other,11.8,10,Dzienny,11.8,2128,1711,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-19,2026-07-19,Leads PL Dyspozytor Poltrakt,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-19,2026-07-19,PL Agency Ads,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-19,2026-07-19,RU Leads Poltrakt CE PL S/F Start 20.06.2026,inactive,,,,30,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-19,2026-07-19,Leads RU Mrozek 100 eur,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-19,2026-07-19,Leads ENG Poltrakt Week/Cadence Poland,inactive,14,actions:leadgen.other,1.87785714,20,Dzienny,26.29,6098,2860,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-19,2026-07-19,PL Agency Ads Start 14.05.2026,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-19,2026-07-19,Poltrakt PL Magazynier,inactive,,,,5,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-19,2026-07-19,Poltrakt Drivers CE Week/Full,inactive,,,,Użycie budżetu zestawu reklam,0,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-19,2026-07-19,Poltrakt PL CE Italy/ pol leads,inactive,,,,11,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-19,2026-07-19,Poltrakt PL CE Pol Leads,inactive,,,,7,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-18,2026-07-18,Leads Agency PL,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-18,2026-07-18,Pracownik Magazynowy PL/ RU/ ENG Leads,inactive,,,,15,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-18,2026-07-18,Leads RU Mrozek 100 eur,inactive,,,,10,Dzienny,17.33,365,301,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-18,2026-07-18,Leads PL Dyspozytor Poltrakt,inactive,2,actions:leadgen.other,8.485,10,Dzienny,16.97,2827,2175,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-18,2026-07-18,Leads PL Dyspozytor Poltrakt,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-18,2026-07-18,PL Agency Ads,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-18,2026-07-18,RU Leads Poltrakt CE PL S/F Start 20.06.2026,inactive,,,,30,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-18,2026-07-18,Leads RU Mrozek 100 eur,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-18,2026-07-18,Leads ENG Poltrakt Week/Cadence Poland,inactive,22,actions:leadgen.other,1.55136364,20,Dzienny,34.13,6670,3337,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-18,2026-07-18,PL Agency Ads Start 14.05.2026,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-18,2026-07-18,Poltrakt PL Magazynier,inactive,,,,5,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-18,2026-07-18,Poltrakt Drivers CE Week/Full,inactive,,,,Użycie budżetu zestawu reklam,0,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-18,2026-07-18,Poltrakt PL CE Italy/ pol leads,inactive,,,,11,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-18,2026-07-18,Poltrakt PL CE Pol Leads,inactive,,,,7,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-17,2026-07-17,Leads Agency PL,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-17,2026-07-17,Pracownik Magazynowy PL/ RU/ ENG Leads,inactive,,,,15,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-17,2026-07-17,Leads RU Mrozek 100 eur,inactive,1,actions:leadgen.other,9.33,10,Dzienny,9.33,207,182,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-17,2026-07-17,Leads PL Dyspozytor Poltrakt,inactive,,,,10,Dzienny,10.96,2016,1673,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-17,2026-07-17,Leads PL Dyspozytor Poltrakt,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-17,2026-07-17,PL Agency Ads,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-17,2026-07-17,RU Leads Poltrakt CE PL S/F Start 20.06.2026,inactive,,,,30,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-17,2026-07-17,Leads RU Mrozek 100 eur,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-17,2026-07-17,Leads ENG Poltrakt Week/Cadence Poland,inactive,9,actions:leadgen.other,2.30222222,20,Dzienny,20.72,4486,3188,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-17,2026-07-17,PL Agency Ads Start 14.05.2026,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-17,2026-07-17,Poltrakt PL Magazynier,inactive,,,,5,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-17,2026-07-17,Poltrakt Drivers CE Week/Full,inactive,,,,Użycie budżetu zestawu reklam,0,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-17,2026-07-17,Poltrakt PL CE Italy/ pol leads,inactive,,,,11,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-17,2026-07-17,Poltrakt PL CE Pol Leads,inactive,,,,7,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-16,2026-07-16,Leads Agency PL,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-16,2026-07-16,Pracownik Magazynowy PL/ RU/ ENG Leads,inactive,,,,15,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-16,2026-07-16,Leads RU Mrozek 100 eur,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-16,2026-07-16,Leads PL Dyspozytor Poltrakt,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-16,2026-07-16,Leads PL Dyspozytor Poltrakt,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-16,2026-07-16,PL Agency Ads,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-16,2026-07-16,RU Leads Poltrakt CE PL S/F Start 20.06.2026,inactive,,,,30,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-16,2026-07-16,Leads RU Mrozek 100 eur,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-16,2026-07-16,Leads ENG Poltrakt Week/Cadence Poland,inactive,,,,20,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-16,2026-07-16,PL Agency Ads Start 14.05.2026,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-16,2026-07-16,Poltrakt PL Magazynier,inactive,,,,5,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-16,2026-07-16,Poltrakt Drivers CE Week/Full,inactive,,,,Użycie budżetu zestawu reklam,0,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-16,2026-07-16,Poltrakt PL CE Italy/ pol leads,inactive,,,,11,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-16,2026-07-16,Poltrakt PL CE Pol Leads,inactive,,,,7,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-15,2026-07-15,Leads Agency PL,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-15,2026-07-15,Pracownik Magazynowy PL/ RU/ ENG Leads,inactive,,,,15,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-15,2026-07-15,Leads RU Mrozek 100 eur,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-15,2026-07-15,Leads PL Dyspozytor Poltrakt,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-15,2026-07-15,Leads PL Dyspozytor Poltrakt,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-15,2026-07-15,PL Agency Ads,inactive,,,,10,Dzienny,0,1,1,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-15,2026-07-15,RU Leads Poltrakt CE PL S/F Start 20.06.2026,inactive,,,,30,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-15,2026-07-15,Leads RU Mrozek 100 eur,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-15,2026-07-15,Leads ENG Poltrakt Week/Cadence Poland,inactive,,,,20,Dzienny,2.2,277,264,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-15,2026-07-15,PL Agency Ads Start 14.05.2026,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-15,2026-07-15,Poltrakt PL Magazynier,inactive,,,,5,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-15,2026-07-15,Poltrakt Drivers CE Week/Full,inactive,,,,Użycie budżetu zestawu reklam,0,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-15,2026-07-15,Poltrakt PL CE Italy/ pol leads,inactive,,,,11,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-15,2026-07-15,Poltrakt PL CE Pol Leads,inactive,,,,7,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-14,2026-07-14,Leads Agency PL,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-14,2026-07-14,Pracownik Magazynowy PL/ RU/ ENG Leads,inactive,,,,15,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-14,2026-07-14,Leads RU Mrozek 100 eur,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-14,2026-07-14,Leads PL Dyspozytor Poltrakt,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-14,2026-07-14,Leads PL Dyspozytor Poltrakt,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-14,2026-07-14,PL Agency Ads,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-14,2026-07-14,RU Leads Poltrakt CE PL S/F Start 20.06.2026,inactive,,,,30,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-14,2026-07-14,Leads RU Mrozek 100 eur,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-14,2026-07-14,Leads ENG Poltrakt Week/Cadence Poland,inactive,,,,20,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-14,2026-07-14,PL Agency Ads Start 14.05.2026,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-14,2026-07-14,Poltrakt PL Magazynier,inactive,,,,5,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-14,2026-07-14,Poltrakt Drivers CE Week/Full,inactive,,,,Użycie budżetu zestawu reklam,0,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-14,2026-07-14,Poltrakt PL CE Italy/ pol leads,inactive,,,,11,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-14,2026-07-14,Poltrakt PL CE Pol Leads,inactive,,,,7,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-13,2026-07-13,Leads Agency PL,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-13,2026-07-13,Pracownik Magazynowy PL/ RU/ ENG Leads,inactive,,,,15,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-13,2026-07-13,Leads RU Mrozek 100 eur,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-13,2026-07-13,Leads PL Dyspozytor Poltrakt,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-13,2026-07-13,Leads PL Dyspozytor Poltrakt,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-13,2026-07-13,PL Agency Ads,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-13,2026-07-13,RU Leads Poltrakt CE PL S/F Start 20.06.2026,inactive,,,,30,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-13,2026-07-13,Leads RU Mrozek 100 eur,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-13,2026-07-13,Leads ENG Poltrakt Week/Cadence Poland,inactive,,,,20,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-13,2026-07-13,PL Agency Ads Start 14.05.2026,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-13,2026-07-13,Poltrakt PL Magazynier,inactive,,,,5,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-13,2026-07-13,Poltrakt Drivers CE Week/Full,inactive,,,,Użycie budżetu zestawu reklam,0,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-13,2026-07-13,Poltrakt PL CE Italy/ pol leads,inactive,,,,11,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-13,2026-07-13,Poltrakt PL CE Pol Leads,inactive,,,,7,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-12,2026-07-12,Leads Agency PL,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-12,2026-07-12,Pracownik Magazynowy PL/ RU/ ENG Leads,inactive,,,,15,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-12,2026-07-12,Leads RU Mrozek 100 eur,inactive,,,,10,Dzienny,10.57,180,163,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-12,2026-07-12,Leads PL Dyspozytor Poltrakt,inactive,,,,10,Dzienny,10.67,2061,1730,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-12,2026-07-12,Leads PL Dyspozytor Poltrakt,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-12,2026-07-12,PL Agency Ads,inactive,,,,10,Dzienny,10.3,556,490,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-12,2026-07-12,RU Leads Poltrakt CE PL S/F Start 20.06.2026,inactive,3,actions:leadgen.other,11.32666667,30,Dzienny,33.98,6281,4333,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-12,2026-07-12,Leads RU Mrozek 100 eur,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-12,2026-07-12,Leads ENG Poltrakt Week/Cadence Poland,inactive,,,,20,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-12,2026-07-12,PL Agency Ads Start 14.05.2026,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-12,2026-07-12,Poltrakt PL Magazynier,inactive,,,,5,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-12,2026-07-12,Poltrakt Drivers CE Week/Full,inactive,,,,Użycie budżetu zestawu reklam,0,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-12,2026-07-12,Poltrakt PL CE Italy/ pol leads,inactive,,,,11,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-12,2026-07-12,Poltrakt PL CE Pol Leads,inactive,,,,7,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-11,2026-07-11,Leads Agency PL,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-11,2026-07-11,Pracownik Magazynowy PL/ RU/ ENG Leads,inactive,,,,15,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-11,2026-07-11,Leads RU Mrozek 100 eur,inactive,,,,10,Dzienny,5.63,127,119,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-11,2026-07-11,Leads PL Dyspozytor Poltrakt,inactive,,,,10,Dzienny,8.66,1943,1617,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-11,2026-07-11,Leads PL Dyspozytor Poltrakt,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-11,2026-07-11,PL Agency Ads,inactive,,,,10,Dzienny,7.3,513,461,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-11,2026-07-11,RU Leads Poltrakt CE PL S/F Start 20.06.2026,inactive,5,actions:leadgen.other,5.466,30,Dzienny,27.33,6220,4862,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-11,2026-07-11,Leads RU Mrozek 100 eur,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-11,2026-07-11,Leads ENG Poltrakt Week/Cadence Poland,inactive,,,,20,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-11,2026-07-11,PL Agency Ads Start 14.05.2026,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-11,2026-07-11,Poltrakt PL Magazynier,inactive,,,,5,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-11,2026-07-11,Poltrakt Drivers CE Week/Full,inactive,,,,Użycie budżetu zestawu reklam,0,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-11,2026-07-11,Poltrakt PL CE Italy/ pol leads,inactive,,,,11,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-11,2026-07-11,Poltrakt PL CE Pol Leads,inactive,,,,7,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-10,2026-07-10,Leads Agency PL,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-10,2026-07-10,Pracownik Magazynowy PL/ RU/ ENG Leads,inactive,,,,15,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-10,2026-07-10,Leads RU Mrozek 100 eur,inactive,1,actions:leadgen.other,7.8,10,Dzienny,7.8,186,174,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-10,2026-07-10,Leads PL Dyspozytor Poltrakt,inactive,1,actions:leadgen.other,9.89,10,Dzienny,9.89,2552,2103,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-10,2026-07-10,Leads PL Dyspozytor Poltrakt,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-10,2026-07-10,PL Agency Ads,inactive,,,,10,Dzienny,8.75,547,483,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-10,2026-07-10,RU Leads Poltrakt CE PL S/F Start 20.06.2026,inactive,7,actions:leadgen.other,3.85428571,30,Dzienny,26.98,5148,3912,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-10,2026-07-10,Leads RU Mrozek 100 eur,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-10,2026-07-10,Leads ENG Poltrakt Week/Cadence Poland,inactive,,,,20,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-10,2026-07-10,PL Agency Ads Start 14.05.2026,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-10,2026-07-10,Poltrakt PL Magazynier,inactive,,,,5,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-07-10,2026-07-10,Poltrakt Drivers CE Week/Full,inactive,,,,Użycie budżetu zestawu reklam,0,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
